LithoID,SampleID,Isdrillhol,SiO2_4AES_,TiO2_4AES_,Al2O3_4AES,Fe2O3_4AES,MnO_4AES_p,MgO_4AES_p,CaO_4AES_p,Na2O_4AES_,K2O_4AES_p,P2O5_4AES_,Cr2O3_4AES,TOT_C_4AES,TOT_S_4AES,LOI_4AES_p,Sum_4AES_p,Ba_4AES_pp,Cu_1DXMS_p,Pb_1DXMS_p,Zn_1DXMS_p,Ag_1DXMS_p,Au_1DXMS_p,As_1DXMS_p,Sb_1DXMS_p,Bi_1DXMS_p,Cd_1DXMS_p,Hg_1DXMS_p,Tl_1DXMS_p,Se_1DXMS_p,V_4AES_ppm,Ni_4AES_pp,Ni_1DXMS_p,Co_4AES_pp,Sc_4AES_pp,Rb_4AES_pp,Sr_4AES_pp,Cs_4AES_pp,Sn_4AES_pp,W_4AES_ppm,Mo_1DXMS_p,Ga_4AES_pp,Be_4AES_pp,U_4AES_ppm,Hf_4AES_pp,Ta_4AES_pp,Th_4AES_pp,Nb_4AES_pp,Y_4AES_ppm,Zr_4AES_pp,La_4AES_pp,Ce_4AES_pp,Pr_4AES_pp,Nd_4AES_pp,Sm_4AES_pp,Eu_4AES_pp,Gd_4AES_pp,Tb_4AES_pp,Dy_4AES_pp,Ho_4AES_pp,Er_4AES_pp,Tm_4AES_pp,Yb_4AES_pp,Lu_4AES_pp,Wgt_4AES_k,LABJOBNO,Cat__Al,Cat__Fe_Ti,Cat__Mg,FeO,Cat_Al,Cat_Fe,Cat_Ti,Cat_Mg,MERGE,MERGE_2
610300,528-030,N,63.11,0.358,15.72,2.88,0.03,1.43,3.84,5.13,2,0.137,<0.002,1.06,0.25,5.2,99.8,481,122,0.7,13,<0.1,64.6,0.7,<0.1,<0.1,<0.1,0.24,<0.1,<0.5,68,<20,8.6,8.4,5,46,386.4,0.4,<1,5.5,0.6,18.2,1,0.9,2.5,0.3,2.5,3.7,6.5,91.1,14.9,32.5,3.8,15.6,2.57,0.67,1.69,0.24,1.15,0.23,0.58,0.1,0.56,0.1,0.8,VAN09005164,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
610092,TI4355,N,65.27,0.386,16.68,3.75,0.06,3.29,0.76,6.84,0.56,0.145,0.012,0.06,<0.02,2.1,99.88,185,10.9,11.4,46,<0.1,<0.5,2,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,55,54,37.3,10,6,14.6,97.4,0.3,<1,<0.5,0.3,16.3,<1,0.8,2.9,0.2,2.4,3.6,4.8,108.6,8.8,23.2,2.54,10.8,1.65,0.41,1.14,0.16,0.74,0.14,0.49,0.08,0.5,0.09,0.34,VAN09005164,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
610473,03-PJM-140a,N,59.32,0.357,15.3,6.8,0.1,1.87,3.28,0.44,4.1,0.174,0.002,1.74,1.59,8,99.74,896,349.7,1.6,113,0.6,15.8,1.8,<0.1,0.4,<0.1,0.01,<0.1,<0.5,48,<20,14.1,13.3,5,107.8,70.1,2.3,2,3.6,1.1,18.9,<1,1.3,2.8,0.2,2.8,3.6,7.1,100.5,13.9,30.6,3.64,14.6,2.36,0.59,1.68,0.24,1.15,0.23,0.67,0.11,0.66,0.1,1.19,VAN09005482,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
610107,TI0328,N,71.79,0.329,14.05,3.61,0.39,0.93,0.78,0.3,3.8,0.073,<0.002,0.35,0.58,3.5,99.59,443,17.4,471.8,2136,6.1,22.3,27.3,0.9,0.6,12,0.04,<0.1,1.3,32,<20,7.7,5.8,7,87.7,28.6,1.2,20,1.2,1,15.1,<1,1.7,4.8,0.8,6.1,6.5,16.5,145.1,22.3,43.2,5.14,19.2,3.4,0.76,3.02,0.47,2.58,0.56,1.67,0.28,1.86,0.29,0.4,VAN09005164,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609867,85J0717,N,58.77,0.461,19.41,4.07,0.06,2.72,0.59,2.13,4.69,0.119,0.026,1.63,1.05,6.7,99.75,665,86.4,21.1,724,0.2,<0.5,9.5,0.1,0.4,1.6,0.03,<0.1,1.8,80,101,102.5,15,14,121.6,127.8,3.7,10,0.7,2.3,26.9,<1,1.6,4.3,0.5,6.5,5.4,13,150.8,3.6,10.3,1.49,6.2,2.22,0.8,2.46,0.43,2.41,0.47,1.2,0.19,1.25,0.2,0.54,VAN09004086,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
610228,SM09004,N,64.87,0.404,16.68,2.63,0.04,1.14,3.61,4.73,2.05,0.126,0.002,0.55,<0.02,3.5,99.83,552,12.7,1.2,43,<0.1,1.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,47,<20,9.1,7.7,4,51.9,427.8,0.6,1,2.8,<0.1,21.5,<1,0.7,3.2,0.2,2.5,3.4,5.7,115.7,16.9,37.1,4.5,18.8,3.19,0.8,2.31,0.27,1.24,0.19,0.53,0.08,0.5,0.08,1.03,VAN09005165,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
610016,93D0013,N,67.86,0.39,15.82,2.44,0.03,0.94,2.16,5.67,3.23,0.229,<0.002,0.02,<0.02,0.8,99.56,1972,3.1,5.9,26,<0.1,1.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,33,<20,1.6,3.4,3,67.6,1394.8,0.9,1,<0.5,0.1,24,2,1.5,4,0.2,5.8,3.2,5.1,127.8,34.1,80.5,9.6,38.9,6.8,1.6,3.92,0.38,1.33,0.13,0.32,0.04,0.23,0.03,0.37,VAN09004086,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
0,KL1074,N,61.73,0.34,13.55,3.27,0.07,2.3,3.89,4.48,3.31,0.153,0.021,1.54,0.08,6.5,99.6,1943,18.3,13.4,31,<0.1,1,1.6,0.9,0.1,<0.1,<0.01,<0.1,<0.5,32,46,34.9,7.5,8,97.1,728.3,2.4,1,1.4,0.7,17.5,3,3.1,4.1,0.3,5.4,6.4,14.4,133.4,29.8,63,7.54,30.5,5.41,1.39,4.14,0.56,2.51,0.48,1.27,0.2,1.17,0.19,0.67,VAN09006313,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609592,83J0212,N,69.13,0.359,14.24,3.74,0.03,3.07,0.39,6.03,0.25,0.123,0.012,0.04,<0.02,2.5,99.88,31,5.9,2.4,23,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,73,39,38.1,11.5,9,6.5,149.6,0.3,1,0.9,0.5,18.3,<1,2.7,3.4,0.5,8.6,5.2,6.5,119.9,6.9,16.7,1.86,6.6,1.39,0.38,1.23,0.22,1.16,0.25,0.74,0.13,0.8,0.13,0.92,VAN09004085,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
0,85J0634,N,61.07,0.45,17.13,4.74,0.088,2.22,3.66,5.51,3.23,0.16,0.010227,0.07,0.01,0.59,98.85,1262,5,16,70,< 0.5,,< 5,< 0.5,< 0.4,,,0.2,,93,30,0,12,7,90,1117,2.4,2,< 1,< 2,22,2,1.3,3.8,0.3,7.1,5,10,148,27.7,52.6,6.41,24,4,1.09,3.2,0.4,2,0.4,1.1,0.17,1.1,0.15,0,,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609608,83J0187,N,68.13,0.413,15.56,2.3,0.03,1.02,1.99,5.27,3.48,0.177,<0.002,0.02,<0.02,1.3,99.67,1246,3.3,1.8,35,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,46,<20,8.8,5.8,3,68.4,895.6,0.5,<1,<0.5,0.2,20.5,1,2.3,4.5,0.3,6.3,4.7,6,162,36.1,74.9,9.07,34.2,4.77,1.16,2.61,0.3,1.26,0.19,0.43,0.07,0.41,0.06,0.57,VAN09004085,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609765,85J0044,N,66.1,0.403,14.95,2.71,0.03,1.6,3.26,4.79,2.19,0.158,0.007,0.61,<0.02,3.6,99.86,529,19.9,1.7,53,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.7,49,31,19.8,8.3,4,48.8,241.3,1.5,<1,0.9,<0.1,20.1,1,1.1,3.4,0.2,3.7,3.2,6.4,112.2,15.9,35.3,4.37,17.2,3.13,0.77,2.36,0.32,1.22,0.22,0.51,0.08,0.46,0.07,0.76,VAN09004085,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609559,73J1155,N,63.64,0.329,11.99,12.7,0.08,3.24,1.45,3,0.12,0.114,0.003,0.04,<0.02,3.2,99.86,29,9.1,1.2,62,<0.1,3.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,45,<20,17.6,11.4,6,7.9,190.8,0.3,<1,<0.5,<0.1,12.7,<1,0.5,3.2,0.3,1.9,2.8,8.7,100,11.9,26.1,3.04,11.9,2.16,0.76,1.93,0.29,1.69,0.3,0.86,0.13,0.84,0.13,0.37,VAN09004085,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609745,76J0127,N,57.78,0.49,17.81,4.69,0.12,1.06,3.99,8.33,1.76,0.194,<0.002,0.76,0.26,3.4,99.66,859,9.7,10.3,80,<0.1,1.3,0.5,<0.1,0.3,<0.1,<0.01,<0.1,<0.5,68,<20,2.8,6,3,29,788.1,0.5,2,1.1,0.5,19.4,4,4.5,7.3,0.8,14.8,16.9,29.1,286.6,79.9,164.5,18.84,71.5,11.41,2.85,7.93,1.09,5.22,0.93,2.58,0.4,2.74,0.4,1.27,VAN09004085,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
0,KL0598,N,59.9,0.391,14.1,4.22,0.09,2.94,3.58,5.31,2.77,0.291,0.02,1.25,0.05,5.8,99.39,3033,20.6,16.6,70,<0.1,<0.5,1,0.4,1.5,<0.1,<0.01,<0.1,<0.5,56,64,60.5,10.9,8,59.2,1584,2.2,1,0.7,0.3,16.6,2,3.1,4.6,0.4,8.8,7.8,16.6,159.8,44.6,88.8,10.76,43.5,6.96,1.79,4.92,0.66,3.2,0.53,1.47,0.22,1.37,0.22,0.41,VAN09006313,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
610051,93D0288,N,71.97,0.384,13.55,2.69,0.04,1.16,0.73,4.87,3.19,0.15,0.014,0.07,<0.02,1.1,99.82,611,30.6,3.6,34,<0.1,<0.5,0.6,<0.1,0.4,<0.1,<0.01,<0.1,<0.5,63,28,27.3,9,8,113.5,154.5,1.4,2,0.6,0.2,14.8,<1,3.4,6,0.7,11.2,6.6,11.3,204.8,20,47.2,5.27,19.5,3.41,0.72,2.6,0.4,2.14,0.39,1.1,0.17,1.1,0.17,0.52,VAN09004086,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
610243,TI2259,N,69.59,0.414,14.6,2.32,0.09,0.41,2.32,4.13,1.59,0.205,<0.002,0.8,<0.02,4.2,99.89,288,6.5,1,65,<0.1,0.7,2.4,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,29,<20,3.7,2.1,4,32.1,201.5,1.1,1,<0.5,0.1,16.5,<1,0.5,3.7,0.3,1.9,3.8,9.9,137.9,11.3,25.8,3.14,12.4,2.44,0.67,2.31,0.34,1.81,0.37,1.03,0.15,0.9,0.15,0.49,VAN09005164,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
0,KL0593,N,59.67,0.399,13.9,4.07,0.08,3.42,3.63,4.66,3.86,0.315,0.024,0.98,0.2,4.9,98.95,2938,20.4,31.7,55,<0.1,0.6,1.6,0.5,0.4,<0.1,<0.01,0.3,<0.5,57,75,71.1,11.1,8,85.9,5268.4,4.2,<1,0.7,0.4,16.7,3,3.3,4.2,0.4,8.6,7.6,16.3,158.3,45.2,91.7,10.94,43.6,7.27,1.81,4.84,0.66,3.22,0.56,1.39,0.21,1.34,0.19,0.44,VAN09006313,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
610214,TB09008,N,71.45,0.444,15.26,3.81,0.04,1.12,0.32,1.9,2.79,0.125,<0.002,0.03,<0.02,2.6,99.85,600,7.5,3.9,75,<0.1,0.6,0.6,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,33,<20,5.7,5.5,7,63.8,117.9,1.9,2,0.7,0.3,16.2,1,1,4.9,0.7,4.4,7.9,20.7,169.5,15.5,36.8,4.37,19.2,3.34,0.73,3.27,0.53,3.43,0.68,2.05,0.34,2.14,0.34,1.65,VAN09005165,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
610010,93D0804,N,64.64,0.444,15.12,4.47,0.11,1.82,2.89,3.57,2.63,0.097,0.004,0.62,0.88,4.1,99.89,321,50.9,4.5,90,0.1,5,3.3,0.2,<0.1,0.4,<0.01,<0.1,<0.5,52,<20,19.4,3.6,7,55.5,153.5,2.2,<1,4.9,0.3,16.7,1,0.7,3.5,0.4,3,4.5,10.6,120.3,16.1,32.6,3.6,13.2,2.31,0.7,2.27,0.36,2.06,0.39,1.03,0.16,0.99,0.16,0.47,VAN09004086,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609532,73J1119,N,69.63,0.388,13.21,3.37,0.04,1.71,3.35,5.73,0.05,0.086,0.005,0.31,<0.02,2.3,99.89,43,15.8,0.9,25,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,61,21,21.9,8.7,7,1.3,133.9,<0.1,<1,<0.5,<0.1,13,<1,0.4,2.9,0.2,1.9,2.8,6.2,99.5,9.7,21.8,2.54,10.1,1.93,0.61,1.72,0.25,1.23,0.24,0.72,0.11,0.66,0.1,0.93,VAN09004085,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
610044,93D0246,N,69.91,0.428,13.86,4.1,0.05,1.76,0.73,4.92,2.31,0.129,0.012,0.04,0.07,1.6,99.81,516,56.6,2.8,53,<0.1,2.5,2.5,0.2,0.3,<0.1,<0.01,<0.1,0.6,82,37,37.1,14.4,10,74,186.8,1.5,2,0.7,0.8,16.6,1,2.8,4.1,0.6,8.3,6.3,13.1,146.6,25.3,51.2,5.98,21.9,3.73,0.9,2.94,0.45,2.18,0.46,1.29,0.2,1.23,0.19,0.48,VAN09004086,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609839,85J0069,N,87.43,0.13,4.09,2.07,0.02,0.31,0.73,1.63,0.3,0.044,0.004,0.14,1.48,1.8,98.56,64,3803.3,4.2,7721,9.2,182.1,0.7,<0.1,16.7,53.5,0.08,<0.1,2.5,22,<20,11.5,18.9,3,5.3,57.4,<0.1,<1,1,2.7,5.8,<1,0.2,0.9,0.2,0.6,2.1,2.7,40.4,1.6,3.4,0.41,1.6,0.36,0.09,0.34,0.06,0.39,0.09,0.29,0.05,0.29,0.04,0.57,VAN09004086,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609603,73J1217,N,66.22,0.49,15.37,4.65,0.05,1.95,3.46,4.96,0.85,0.125,0.006,0.05,<0.02,1.7,99.87,212,5.4,2.3,41,<0.1,0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,75,23,26.4,12.5,9,22.7,220.5,0.2,<1,<0.5,0.1,17.1,<1,0.4,3.2,0.3,1.6,3.7,8.2,114.2,12.2,26.9,3.12,11.9,2.23,0.65,1.79,0.28,1.51,0.28,0.85,0.12,0.78,0.11,0.79,VAN09004085,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609869,85J0735,N,71.33,0.4,12.42,4.06,0.03,2.13,1.33,4.07,1.51,0.101,0.019,0.26,0.08,2.4,99.84,339,30.7,6.2,61,<0.1,0.8,24.1,0.1,0.1,<0.1,<0.01,<0.1,<0.5,69,77,57.2,13.4,10,31.3,147.5,0.8,<1,0.5,0.6,14.8,<1,1.3,2.3,0.3,3.8,4.1,9.8,87.1,18.6,40.3,4.51,16.5,2.86,0.69,2.42,0.33,2.09,0.33,1,0.15,1.06,0.14,0.78,VAN09004086,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
0,KL1172,N,65.57,0.47,14.33,3.46,0.04,1.06,2.42,8.11,0.34,0.095,0.02,0.89,0.51,3.8,99.77,1118,25.8,5.2,19,0.1,29.2,2.1,<0.1,0.4,<0.1,<0.01,<0.1,<0.5,43,43,43.7,14.8,8,7.9,232.3,0.2,<1,5.6,28.4,16.4,<1,1,3.2,0.3,3.5,3.8,11,108.6,20.4,47.5,5.57,22.4,3.89,1.06,2.86,0.43,2,0.39,1.19,0.18,1,0.16,0.49,VAN09006313,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609596,83J0228,N,60.83,0.543,15.76,4.56,0.05,2.63,2.72,6.63,2.72,0.322,0.01,0.43,0.47,3,99.76,688,56.9,7.6,51,0.1,7.7,17.4,0.2,0.1,<0.1,<0.01,<0.1,1,83,<20,22.6,19.4,9,55.3,282.1,2.3,1,1.1,1.5,16.5,2,3.4,5.8,0.5,11.3,7,16,218.5,26.6,62.9,7.16,28,6.6,1.72,5.2,0.66,3.2,0.53,1.48,0.23,1.46,0.22,0.79,VAN09004085,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609950,92J0410,N,68.21,0.525,15,4.44,0.07,0.53,1.67,3.24,2.77,0.132,<0.002,0.37,<0.02,3.3,99.86,547,7.2,1.3,45,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,48,<20,4.5,7.6,8,85.1,87.9,1.7,2,0.5,1,17,1,1.2,4.5,0.6,4.8,7,18.8,165.4,20.2,42.5,4.82,16.8,3.49,0.94,3.37,0.56,2.98,0.65,1.84,0.29,1.9,0.29,1.75,VAN09004086,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
0,85J0812,N,66.17,0.437,12.23,5.72,0.108,2.31,2.41,2.79,2.08,0.16,0.026298,0.95,1.06,4.84,99.25,618,40,30,90,< 0.5,,50,5.5,< 0.4,,,0.3,,79,60,0,19,10,66,420,5.6,1,< 1,< 2,14,2,1.8,3,0.4,5.9,5,9,124,26.3,50.1,6.18,23.5,4,1.01,3.5,0.4,2.1,0.4,1,0.16,1,0.15,0,,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609890,83J0099,N,66.97,0.516,14.37,4.97,0.07,2.45,1.9,5.06,1.42,0.102,0.018,0.07,0.11,1.9,99.8,338,48.5,4.6,57,<0.1,2.4,1.7,<0.1,0.2,<0.1,0.01,<0.1,<0.5,100,67,50.9,16.7,13,42,370.7,0.8,1,0.6,0.6,17.3,1,2,3.5,0.4,5.2,5.5,13.2,133.3,21,45.5,5.3,22.5,3.77,0.91,2.89,0.43,2.46,0.45,1.28,0.19,1.3,0.2,1.02,VAN09004086,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609704,76J0487,N,68.8,0.585,14.57,4.04,0.07,1.09,3.32,3.87,2.21,0.247,0.004,0.08,<0.02,1,99.84,429,7.5,2,45,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,54,<20,10.8,7,8,48.7,301.3,1.5,<1,<0.5,0.5,15.2,<1,0.7,4.6,0.7,3.2,9.8,15.1,174,27.7,62.3,7.51,27.3,4.48,1.17,3.39,0.5,2.6,0.49,1.46,0.26,1.53,0.25,1.22,VAN09004085,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609958,92J0448,N,63.42,0.595,14.74,4.61,0.07,0.95,3.49,3.47,2.78,0.175,<0.002,1.19,0.16,5.6,99.86,428,46.4,1.2,45,<0.1,16.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,42,<20,2.9,6.9,9,76.9,134.7,1.4,1,2.6,0.5,16.2,<1,1,4.1,0.6,3.9,6.2,18,159.4,17.7,38.1,4.5,17.2,3.55,0.99,3.45,0.56,3.01,0.63,1.83,0.28,1.71,0.27,0.64,VAN09004086,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609585,74F1194,N,74.59,0.423,10.11,5.24,0.06,1.88,0.98,3.25,1.44,0.121,0.007,0.03,0.19,1.7,99.8,559,33.2,60.3,183,0.3,<0.5,<0.5,<0.1,0.2,1.9,<0.01,<0.1,<0.5,66,28,31.1,8.5,9,33.7,108.4,0.4,3,<0.5,3.3,11.4,<1,2.1,3.4,0.6,7.5,7.2,17.5,120.4,20.6,48.3,5.65,21.2,3.82,0.76,3.35,0.54,3.12,0.6,1.84,0.26,1.78,0.27,1.23,VAN09004085,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
609846,85J0338,N,47.43,0.597,13.6,19.2,0.07,2.21,3.69,0.06,3.59,0.167,0.007,<0.02,8.94,8.3,98.97,806,1830.6,35.8,4373,1.7,38.1,40.6,<0.1,4.4,10.6,0.12,0.1,16.4,83,181,114.1,164,16,80.6,320.7,0.9,19,1,10.8,24.4,<1,1.3,4.5,0.5,4.2,5.9,15.9,180.2,13,34.3,4.17,15.7,3.31,0.9,2.74,0.44,2.41,0.51,1.7,0.28,1.77,0.29,0.68,VAN09004086,,,,,,,,,Dacite Porphyry,ALK Dacite Porphyry
0,85J0832,N,54.55,0.436,14.85,5.95,0.098,2.86,4.82,4.7,2.44,0.3,0.004383,1.88,2.21,8.24,99.23,1001,20,8,30,< 0.5,,< 5,< 0.5,0.8,,,0.1,,139,< 20,0,17,11,52,466,0.9,1,10,< 2,16,2,1.4,1.9,0.3,4,5,12,83,22.8,43,5.48,21.4,3.8,1.11,3.6,0.4,2.3,0.4,1.2,0.18,1.1,0.17,0,,,,,,,,,,Intermediate,ALK Intermediate
0,KL0594,N,60.18,0.418,14.18,4.21,0.07,2.94,4.03,4.86,3.31,0.328,0.024,1.01,0.03,5,99.57,1872,38,93.4,60,0.1,<0.5,2.1,0.5,0.5,<0.1,<0.01,<0.1,<0.5,58,82,80.5,11.3,9,62,1115.2,2,<1,0.5,0.7,18.1,3,3.4,4.4,0.4,8.5,7.4,16.2,154.3,45.8,92.8,11.2,44,7.36,1.8,4.8,0.66,3.31,0.53,1.47,0.22,1.43,0.21,0.53,VAN09006313,,,,,,,,,Intermediate,ALK Intermediate
0,KL1050,N,59.56,0.426,14.24,4.27,0.06,2.64,3.19,4.59,3.38,0.262,0.014,1.75,0.06,6.9,99.58,1477,70.6,7.9,23,<0.1,33.7,2,0.4,<0.1,<0.1,<0.01,0.1,<0.5,52,36,18.4,9.2,9,94.2,1046.9,2.3,<1,3.1,0.3,17.9,2,3.3,4.6,0.5,8.9,8.7,17.3,158,45.6,96.9,11.31,44.5,7.4,1.85,5.18,0.67,3.36,0.57,1.53,0.21,1.46,0.2,0.48,VAN09006313,,,,,,,,,Intermediate,ALK Intermediate
609624,83J0328,N,60.12,0.41,13.44,9.18,0.1,1.47,8.41,1.96,0.46,0.119,0.009,0.03,3.19,4.2,99.84,86,94.6,3.2,67,0.1,1,<0.5,<0.1,<0.1,0.2,<0.01,<0.1,1.4,61,41,31.6,18.5,8,11.2,313.9,0.7,2,<0.5,1.3,15.5,<1,0.6,3.3,0.6,2.3,6.9,10.8,131.8,13.3,29,3.23,13,2.54,0.71,2.22,0.35,1.88,0.39,1.1,0.18,1.07,0.16,0.75,VAN09004085,,,,,,,,,Intermediate,ALK Intermediate
610011,93D0807,N,57.87,0.497,15.27,12.04,0.51,3.57,3.84,3.42,0.67,0.119,0.005,<0.02,0.07,2,99.86,162,24.3,1.5,60,<0.1,2.2,<0.5,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,78,21,19.8,13,11,17.6,183.6,0.7,2,<0.5,0.6,18,1,0.7,3.4,0.4,3.1,5.1,13,122.6,17.7,36.1,4.13,15.6,2.72,0.74,2.41,0.38,2.02,0.41,1.21,0.19,1.2,0.21,0.75,VAN09004086,,,,,,,,,Intermediate,ALK Intermediate
0,KL1004,N,57.7,0.468,14.14,5.23,0.11,3.22,4.06,5.21,2.94,0.268,0.012,1.51,<0.02,6.2,99.61,1313,56.2,30.2,94,<0.1,<0.5,3.4,0.3,0.2,<0.1,<0.01,<0.1,<0.5,87,<20,15,14.1,13,79.4,776.6,3.2,<1,0.9,0.9,17.6,3,3.6,4.7,0.3,10.6,7.6,18.7,157.5,42.9,91,10.53,41.4,7.03,1.77,5.27,0.73,3.5,0.62,1.71,0.26,1.6,0.25,0.49,VAN09006313,,,,,,,,,Intermediate,ALK Intermediate
609767,85J0286,N,61.99,0.528,15.9,5.45,0.08,3.11,4.04,7.13,0.74,0.176,0.011,0.05,0.04,0.6,99.76,583,5.6,10.4,23,<0.1,1.3,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,96,49,17.6,16.5,13,24.4,710.2,0.4,1,1.2,0.1,18.2,1,0.5,3.1,0.3,2.2,4.2,8.7,105.1,12.1,33.4,4.4,18,3.36,0.9,2.56,0.36,1.72,0.32,0.94,0.14,0.8,0.13,2.26,VAN09004085,,,,,,,,,Intermediate,ALK Intermediate
609560,73J1160,N,55.08,0.553,16.45,14.23,0.09,3.01,1.5,4.73,0.84,0.113,0.007,0.03,<0.02,3.2,99.82,253,27.7,1.3,154,<0.1,0.8,<0.5,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,91,34,33.8,10.8,9,11.8,157.4,0.5,<1,<0.5,0.2,15.1,1,0.4,2.8,0.2,1.3,2.8,5.5,89.5,9,21,2.41,9.5,1.77,0.86,1.43,0.21,1.08,0.2,0.54,0.09,0.51,0.08,1.03,VAN09004085,,,,,,,,,Intermediate,ALK Intermediate
609594,83J0219,N,59.72,0.569,16.89,6.82,0.09,3.7,1.24,4.58,2.87,0.155,0.021,<0.02,0.04,3.1,99.75,551,18.2,11.7,79,<0.1,1.9,1.6,0.1,0.5,<0.1,<0.01,<0.1,<0.5,117,64,66.3,21.3,14,110.5,227.4,2,55,1.4,1.8,21.8,2,4.9,3.1,0.8,14.7,9,13.8,97.2,31.5,66.7,7.2,27,4.52,0.91,3.42,0.52,2.76,0.51,1.45,0.22,1.4,0.21,0.56,VAN09004085,,,,,,,,,Intermediate,ALK Intermediate
609593,83J0214,N,60.45,0.608,17.69,5.85,0.04,4.17,0.69,5.38,2.06,0.161,0.021,<0.02,0.02,2.7,99.8,318,11.9,21.2,36,<0.1,2.6,2,<0.1,0.5,0.1,<0.01,<0.1,<0.5,116,62,63.5,18.6,15,79.9,172.9,1.8,7,1.8,2,25.1,3,6.4,3.6,1.1,17,10.4,15.5,102.5,18.6,35.5,4.42,17,3.9,0.92,3.77,0.55,2.69,0.53,1.47,0.22,1.41,0.23,0.6,VAN09004085,,,,,,,,,Intermediate,ALK Intermediate
609829,76J1061,N,59.24,0.61,16.69,6.31,0.04,3.19,2,2.16,4.78,0.379,0.02,0.32,<0.02,4.2,99.6,1850,25.1,2.6,61,<0.1,<0.5,1.4,0.2,<0.1,<0.1,0.03,0.1,<0.5,140,32,32.7,16.5,18,165.8,358,8.8,1,0.8,0.2,21.5,4,2.1,4.4,0.3,7.3,5.7,17.4,158.8,40.8,86.6,10.44,40.8,7.01,1.7,5.1,0.69,3.32,0.58,1.67,0.26,1.66,0.24,0.68,VAN09004086,,,,,,,,,Intermediate,ALK Intermediate
0,KL0683,N,59.23,0.521,14.22,4.92,0.09,2.69,3.85,5.28,2.25,0.23,0.02,1.5,0.07,6.4,99.7,1508,11.8,9.1,34,<0.1,<0.5,1,0.4,0.2,<0.1,0.02,<0.1,<0.5,76,44,37.3,12,11,71.8,429.2,3.3,<1,0.6,0.4,17.9,2,3.2,4.7,0.4,8.3,8.2,22.4,177.7,46.9,97.4,11.47,45.6,7.83,1.96,5.44,0.8,4.13,0.73,2.06,0.31,2.08,0.3,0.48,VAN09006313,,,,,,,,,Intermediate,ALK Intermediate
